63e67ea67954cfb826c0bb7a,"[{""trait_type"":""Backgrounds"",""value"":""BG_VIOLET_BOTH"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb7b""}},{""trait_type"":""Back"",""value"":""TITANSWORD_LEGEND_KINGDOM"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb7c""}},{""trait_type"":""Accessory"",""value"":""None"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb7d""}},{""trait_type"":""Hair"",""value"":""BOWLFLUFFY_LAVENDER_BOTH"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb7e""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN2_BOTH"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb7f""}},{""trait_type"":""Clothes"",""value"":""WINDSPIRIT_NATURAL_LEGENDARY"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb80""}},{""trait_type"":""Mouth"",""value"":""SMILELIPSTICK_GREEN_BOTH"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb81""}},{""trait_type"":""Eyes"",""value"":""DROWSY_MAGENTANOCTURN_BOTH"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb82""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_BOWLFLUFFY_BOTH"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb83""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN2_BOTH"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb84""}},{""trait_type"":""Earing"",""value"":""TEARS_LEGEND_KINGDOM"",""_id"":{""$oid"":""63e67ea67954cfb826c0bb85""}}]","[4,1,2]",682,1676050086,eaSfs7YnzBmRiuej2DnqVXBTAF2G5iA5UhjnRyiwUrj,5
63e694177954cfb826c0bb87,"[{""trait_type"":""Backgrounds"",""value"":""BG_ORANGE_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb88""}},{""trait_type"":""Back"",""value"":""MAGICSTAFF_LEGEND_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb89""}},{""trait_type"":""Headwear"",""value"":""BUCKETHAT_AQUA_CASUAL"",""_id"":{""$oid"":""63e694177954cfb826c0bb8a""}},{""trait_type"":""Hair"",""value"":""KAINE_PURPLE_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb8b""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN4_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb8c""}},{""trait_type"":""Clothes"",""value"":""BELTJACKET_RED_CASUAL"",""_id"":{""$oid"":""63e694177954cfb826c0bb8d""}},{""trait_type"":""Mouth"",""value"":""POPLIPSTICK_PINK_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb8e""}},{""trait_type"":""Eyes"",""value"":""INTENSE_ORANGELAKE_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb8f""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_KAINE_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb90""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN4_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb91""}},{""trait_type"":""Earing"",""value"":""BIGPEARL_BLACK_BOTH"",""_id"":{""$oid"":""63e694177954cfb826c0bb92""}}]","[7,5]",1973,1676055575,21jemu7FxvwibQHZ74g2Fbgggy4uDpmpaXdc973gxivR,3
63e694287954cfb826c0bb94,"[{""trait_type"":""Backgrounds"",""value"":""BG_BLUE_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb95""}},{""trait_type"":""Back"",""value"":""KASA_CYAN_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb96""}},{""trait_type"":""Accessory"",""value"":""None"",""_id"":{""$oid"":""63e694287954cfb826c0bb97""}},{""trait_type"":""Hair"",""value"":""MIDDLEPARTED_ORANGE_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb98""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN5_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb99""}},{""trait_type"":""Clothes"",""value"":""IMPERIAL_BROWN_KINGDOM"",""_id"":{""$oid"":""63e694287954cfb826c0bb9a""}},{""trait_type"":""Mouth"",""value"":""RELAXEDLIPSTICK_PINK_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb9b""}},{""trait_type"":""Eyes"",""value"":""DISINTERESTED_ORANGELAKE_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb9c""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_MIDDLEPARTED_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb9d""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN5_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb9e""}},{""trait_type"":""Earing"",""value"":""BIGDROP_BLUE_BOTH"",""_id"":{""$oid"":""63e694287954cfb826c0bb9f""}}]","[3,5,1]",1346,1676055592,21jemu7FxvwibQHZ74g2Fbgggy4uDpmpaXdc973gxivR,4
63e698ce7954cfb826c0bba1,"[{""trait_type"":""Backgrounds"",""value"":""BG_YELLOW_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba2""}},{""trait_type"":""Back"",""value"":""BOW_LEGEND_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba3""}},{""trait_type"":""Headwear"",""value"":""HORNS_BLACK_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba4""}},{""trait_type"":""Hair"",""value"":""SHAG_PINK_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba5""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN6_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba6""}},{""trait_type"":""Clothes"",""value"":""FEATHEREDARMOR_LEGEND_KINGDOM"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba7""}},{""trait_type"":""Mouth"",""value"":""HEARTLIPSTICK_ORANGE_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba8""}},{""trait_type"":""Eyes"",""value"":""CURIOUS_GLOOMTIGER_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bba9""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_SHAG_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bbaa""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN6_BOTH"",""_id"":{""$oid"":""63e698ce7954cfb826c0bbab""}},{""trait_type"":""Earing"",""value"":""YINYAN_RED_CASUAL"",""_id"":{""$oid"":""63e698ce7954cfb826c0bbac""}}]","[1,0,5]",829,1676056782,6DMdqc58u7mA94Wv1Y8JgBdatMseC56M1RQrzEt3VPDc,5
63e698fb7954cfb826c0bbae,"[{""trait_type"":""Backgrounds"",""value"":""BG_VIOLET_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbaf""}},{""trait_type"":""Back"",""value"":""KASA_CYAN_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb0""}},{""trait_type"":""Hair"",""value"":""WAVELONG_AQUA_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb1""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN1_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb2""}},{""trait_type"":""Clothes"",""value"":""HOODIEJACKET_VIOLET_CASUAL"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb3""}},{""trait_type"":""Mouth"",""value"":""LIPSTICK_NUDE_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb4""}},{""trait_type"":""Eyes"",""value"":""DROWSY_ORANGELAKE_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb5""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_WAVELONG_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb6""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN1_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb7""}},{""trait_type"":""Accessory"",""value"":""GOGGLES_RED_CASUAL"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb8""}},{""trait_type"":""Earing"",""value"":""DROPLETS_BLACK_BOTH"",""_id"":{""$oid"":""63e698fb7954cfb826c0bbb9""}}]",[3],252,1676056827,6RtmxvUNzP1aiirFi7fofHBDp6L7mwt8BEaqq8pac9ug,4
63e699017954cfb826c0bbbb,"[{""trait_type"":""Backgrounds"",""value"":""BG_VIOLET_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbbc""}},{""trait_type"":""Back"",""value"":""SWORD_LEGEND_KINGDOM"",""_id"":{""$oid"":""63e699017954cfb826c0bbbd""}},{""trait_type"":""Accessory"",""value"":""None"",""_id"":{""$oid"":""63e699017954cfb826c0bbbe""}},{""trait_type"":""Hair"",""value"":""CUTBOB_ORANGE_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbbf""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN2_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbc0""}},{""trait_type"":""Clothes"",""value"":""SHOULDERARMOR_NOCTURNAL_KINGDOM"",""_id"":{""$oid"":""63e699017954cfb826c0bbc1""}},{""trait_type"":""Mouth"",""value"":""LIPSTICK_NUDE_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbc2""}},{""trait_type"":""Eyes"",""value"":""DETERMINATED_YELLOWPUNK_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbc3""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_CUTBOB_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbc4""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN2_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbc5""}},{""trait_type"":""Earing"",""value"":""HUGGIE_LAVENDER_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbc6""}}]","[5,1,7]",1006,1676056833,6DMdqc58u7mA94Wv1Y8JgBdatMseC56M1RQrzEt3VPDc,4
63e699017954cfb826c0bbc8,"[{""trait_type"":""Backgrounds"",""value"":""BG_YELLOW_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbc9""}},{""trait_type"":""Back"",""value"":""QUIVER_BLUE_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbca""}},{""trait_type"":""Hair"",""value"":""FLUFFY_BLUE_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbcb""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN7_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbcc""}},{""trait_type"":""Clothes"",""value"":""DRESSARMOR_HERO_KINGDOM"",""_id"":{""$oid"":""63e699017954cfb826c0bbcd""}},{""trait_type"":""Mouth"",""value"":""HEARTLIPSTICK_MAGENTA_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbce""}},{""trait_type"":""Eyes"",""value"":""CURIOUS_DUSKCOLD_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbcf""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_FLUFFY_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbd0""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN7_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbd1""}},{""trait_type"":""Accessory"",""value"":""ROUNDGLASSES_BLUE_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbd2""}},{""trait_type"":""Earing"",""value"":""BLAST_PINK_BOTH"",""_id"":{""$oid"":""63e699017954cfb826c0bbd3""}}]","[1,4,3]",32,1676056833,ASwcGNEDgZx4wkPczEtMzQynBAgvQW96HEBUrwU675sz,3
63e699097954cfb826c0bbd5,"[{""trait_type"":""Backgrounds"",""value"":""BG_PINK_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbd6""}},{""trait_type"":""Back"",""value"":""TITANSWORD_LEGEND_KINGDOM"",""_id"":{""$oid"":""63e699097954cfb826c0bbd7""}},{""trait_type"":""Accessory"",""value"":""None"",""_id"":{""$oid"":""63e699097954cfb826c0bbd8""}},{""trait_type"":""Hair"",""value"":""FLOWY_PURPLE_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbd9""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN7_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbda""}},{""trait_type"":""Clothes"",""value"":""CRYSTALARMOR_LEGEND_KINGDOM"",""_id"":{""$oid"":""63e699097954cfb826c0bbdb""}},{""trait_type"":""Mouth"",""value"":""WHEATLIPSTICK_NUDE_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbdc""}},{""trait_type"":""Eyes"",""value"":""SHY_DUSKCOLD_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbdd""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_FLOWY_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbde""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN7_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbdf""}},{""trait_type"":""Earing"",""value"":""LOVE_RED_BOTH"",""_id"":{""$oid"":""63e699097954cfb826c0bbe0""}}]","[3,1,7]",1636,1676056841,Ap4euNTfeV5L5nDwKBd3KHtQw7t8o6id5NF91TVnWPad,4
63e699127954cfb826c0bbe2,"[{""trait_type"":""Backgrounds"",""value"":""BG_RED_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbe3""}},{""trait_type"":""Back"",""value"":""JEWELSTAFF_AQUA_KINGDOM"",""_id"":{""$oid"":""63e699127954cfb826c0bbe4""}},{""trait_type"":""Hair"",""value"":""LONGSTRAIGHT_VIOLET_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbe5""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN8_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbe6""}},{""trait_type"":""Clothes"",""value"":""PUFFYJACKET_PURPLE_CASUAL"",""_id"":{""$oid"":""63e699127954cfb826c0bbe7""}},{""trait_type"":""Mouth"",""value"":""LEAFLIPSTICK_ORANGE_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbe8""}},{""trait_type"":""Eyes"",""value"":""DOPPELGANGER_VIOLET_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbe9""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_PONYTAILSIDEBURNS_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbea""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN8_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbeb""}},{""trait_type"":""Accessory"",""value"":""ROUNDSHADOWS_BLUE_CASUAL"",""_id"":{""$oid"":""63e699127954cfb826c0bbec""}},{""trait_type"":""Earing"",""value"":""CHIYOGAMI_BLUE_BOTH"",""_id"":{""$oid"":""63e699127954cfb826c0bbed""}}]",[1],413,1676056850,6RtmxvUNzP1aiirFi7fofHBDp6L7mwt8BEaqq8pac9ug,4
63e699277954cfb826c0bbef,"[{""trait_type"":""Backgrounds"",""value"":""BG_PURPLE_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf0""}},{""trait_type"":""Back"",""value"":""KASA_PINK_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf1""}},{""trait_type"":""Accessory"",""value"":""None"",""_id"":{""$oid"":""63e699277954cfb826c0bbf2""}},{""trait_type"":""Hair"",""value"":""FAUXHAWK_CYAN_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf3""}},{""trait_type"":""Body"",""value"":""FEMALE_SKIN3_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf4""}},{""trait_type"":""Clothes"",""value"":""DELINQUENTJACKET_RED_CASUAL"",""_id"":{""$oid"":""63e699277954cfb826c0bbf5""}},{""trait_type"":""Mouth"",""value"":""LEAFLIPSTICK_BLUE_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf6""}},{""trait_type"":""Eyes"",""value"":""DOPPELGANGER_BLUE_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf7""}},{""trait_type"":""HairShadows"",""value"":""SHADOW_FAUXHAWK_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf8""}},{""trait_type"":""Ears"",""value"":""EAR_SKIN3_BOTH"",""_id"":{""$oid"":""63e699277954cfb826c0bbf9""}},{""trait_type"":""Earing"",""value"":""STUDSBOTTOM_RED_CASUAL"",""_id"":{""$oid"":""63e699277954cfb826c0bbfa""}}]","[7,2,5]",1574,1676056871,23ZMd12BbKCr7y3uSzo9k8RAL593Q3yD8LLMATAD5inD,3
